projection,unit,sex,age,geo,time,value
Sensitivity test: no migration,Person,Females,Total,Ireland,2019,2452390
Sensitivity test: no migration,Person,Females,Total,Ireland,2020,2466184
Sensitivity test: no migration,Person,Females,Total,Ireland,2021,2479199
Sensitivity test: no migration,Person,Females,Total,Ireland,2022,2491394
Sensitivity test: no migration,Person,Females,Total,Ireland,2023,2502799
Sensitivity test: no migration,Person,Females,Total,Ireland,2024,2513454
Sensitivity test: no migration,Person,Females,Total,Ireland,2025,2523424
Sensitivity test: no migration,Person,Females,Total,Ireland,2026,2532794
Sensitivity test: no migration,Person,Females,Total,Ireland,2027,2541654
Sensitivity test: no migration,Person,Females,Total,Ireland,2028,2550090
Sensitivity test: no migration,Person,Females,Total,Ireland,2029,2558199
Sensitivity test: no migration,Person,Females,Total,Ireland,2030,2566050
Sensitivity test: no migration,Person,Females,Total,Ireland,2031,2573704
Sensitivity test: no migration,Person,Females,Total,Ireland,2032,2581194
Sensitivity test: no migration,Person,Females,Total,Ireland,2033,2588536
Sensitivity test: no migration,Person,Females,Total,Ireland,2034,2595727
Sensitivity test: no migration,Person,Females,Total,Ireland,2035,2602760
Sensitivity test: no migration,Person,Females,Total,Ireland,2036,2609618
Sensitivity test: no migration,Person,Females,Total,Ireland,2037,2616263
Sensitivity test: no migration,Person,Females,Total,Ireland,2038,2622674
Sensitivity test: no migration,Person,Females,Total,Ireland,2039,2628818
Sensitivity test: no migration,Person,Females,Total,Ireland,2040,2634666
Sensitivity test: no migration,Person,Females,Total,Ireland,2041,2640185
Sensitivity test: no migration,Person,Females,Total,Ireland,2042,2645332
Sensitivity test: no migration,Person,Females,Total,Ireland,2043,2650047
Sensitivity test: no migration,Person,Females,Total,Ireland,2044,2654266
Sensitivity test: no migration,Person,Females,Total,Ireland,2045,2657930
Sensitivity test: no migration,Person,Females,Total,Ireland,2046,2660961
Sensitivity test: no migration,Person,Females,Total,Ireland,2047,2663309
Sensitivity test: no migration,Person,Females,Total,Ireland,2048,2664915
Sensitivity test: no migration,Person,Females,Total,Ireland,2049,2665744
Sensitivity test: no migration,Person,Females,Total,Ireland,2050,2665766
Sensitivity test: no migration,Person,Females,Total,Ireland,2051,2664985
Sensitivity test: no migration,Person,Females,Total,Ireland,2052,2663399
Sensitivity test: no migration,Person,Females,Total,Ireland,2053,2661039
Sensitivity test: no migration,Person,Females,Total,Ireland,2054,2657921
Sensitivity test: no migration,Person,Females,Total,Ireland,2055,2654091
Sensitivity test: no migration,Person,Females,Total,Ireland,2056,2649594
Sensitivity test: no migration,Person,Females,Total,Ireland,2057,2644467
Sensitivity test: no migration,Person,Females,Total,Ireland,2058,2638765
Sensitivity test: no migration,Person,Females,Total,Ireland,2059,2632531
Sensitivity test: no migration,Person,Females,Total,Ireland,2060,2625823
Sensitivity test: no migration,Person,Females,Total,Ireland,2061,2618692
Sensitivity test: no migration,Person,Females,Total,Ireland,2062,2611189
Sensitivity test: no migration,Person,Females,Total,Ireland,2063,2603356
Sensitivity test: no migration,Person,Females,Total,Ireland,2064,2595237
Sensitivity test: no migration,Person,Females,Total,Ireland,2065,2586869
Sensitivity test: no migration,Person,Females,Total,Ireland,2066,2578292
Sensitivity test: no migration,Person,Females,Total,Ireland,2067,2569546
Sensitivity test: no migration,Person,Females,Total,Ireland,2068,2560657
Sensitivity test: no migration,Person,Females,Total,Ireland,2069,2551660
Sensitivity test: no migration,Person,Females,Total,Ireland,2070,2542577
Sensitivity test: no migration,Person,Females,Total,Ireland,2071,2533450
Sensitivity test: no migration,Person,Females,Total,Ireland,2072,2524312
Sensitivity test: no migration,Person,Females,Total,Ireland,2073,2515199
Sensitivity test: no migration,Person,Females,Total,Ireland,2074,2506153
Sensitivity test: no migration,Person,Females,Total,Ireland,2075,2497205
Sensitivity test: no migration,Person,Females,Total,Ireland,2076,2488393
Sensitivity test: no migration,Person,Females,Total,Ireland,2077,2479753
Sensitivity test: no migration,Person,Females,Total,Ireland,2078,2471305
Sensitivity test: no migration,Person,Females,Total,Ireland,2079,2463071
Sensitivity test: no migration,Person,Females,Total,Ireland,2080,2455065
Sensitivity test: no migration,Person,Females,Total,Ireland,2081,2447296
Sensitivity test: no migration,Person,Females,Total,Ireland,2082,2439776
Sensitivity test: no migration,Person,Females,Total,Ireland,2083,2432483
Sensitivity test: no migration,Person,Females,Total,Ireland,2084,2425390
Sensitivity test: no migration,Person,Females,Total,Ireland,2085,2418461
Sensitivity test: no migration,Person,Females,Total,Ireland,2086,2411641
Sensitivity test: no migration,Person,Females,Total,Ireland,2087,2404892
Sensitivity test: no migration,Person,Females,Total,Ireland,2088,2398171
Sensitivity test: no migration,Person,Females,Total,Ireland,2089,2391416
Sensitivity test: no migration,Person,Females,Total,Ireland,2090,2384584
Sensitivity test: no migration,Person,Females,Total,Ireland,2091,2377635
Sensitivity test: no migration,Person,Females,Total,Ireland,2092,2370538
Sensitivity test: no migration,Person,Females,Total,Ireland,2093,2363265
Sensitivity test: no migration,Person,Females,Total,Ireland,2094,2355795
Sensitivity test: no migration,Person,Females,Total,Ireland,2095,2348112
Sensitivity test: no migration,Person,Females,Total,Ireland,2096,2340215
Sensitivity test: no migration,Person,Females,Total,Ireland,2097,2332103
Sensitivity test: no migration,Person,Females,Total,Ireland,2098,2323789
Sensitivity test: no migration,Person,Females,Total,Ireland,2099,2315290
Sensitivity test: no migration,Person,Females,Total,Ireland,2100,2306633
Sensitivity test: no migration,Person,Females,Total,Iceland,2018,170850
Sensitivity test: no migration,Person,Females,Total,Iceland,2019,171780
Sensitivity test: no migration,Person,Females,Total,Iceland,2020,172712
Sensitivity test: no migration,Person,Females,Total,Iceland,2021,173641
Sensitivity test: no migration,Person,Females,Total,Iceland,2022,174566
Sensitivity test: no migration,Person,Females,Total,Iceland,2023,175479
Sensitivity test: no migration,Person,Females,Total,Iceland,2024,176379
Sensitivity test: no migration,Person,Females,Total,Iceland,2025,177253
Sensitivity test: no migration,Person,Females,Total,Iceland,2026,178101
Sensitivity test: no migration,Person,Females,Total,Iceland,2027,178921
Sensitivity test: no migration,Person,Females,Total,Iceland,2028,179701
Sensitivity test: no migration,Person,Females,Total,Iceland,2029,180448
Sensitivity test: no migration,Person,Females,Total,Iceland,2030,181153
Sensitivity test: no migration,Person,Females,Total,Iceland,2031,181822
Sensitivity test: no migration,Person,Females,Total,Iceland,2032,182447
Sensitivity test: no migration,Person,Females,Total,Iceland,2033,183029
Sensitivity test: no migration,Person,Females,Total,Iceland,2034,183572
Sensitivity test: no migration,Person,Females,Total,Iceland,2035,184070
Sensitivity test: no migration,Person,Females,Total,Iceland,2036,184526
Sensitivity test: no migration,Person,Females,Total,Iceland,2037,184943
Sensitivity test: no migration,Person,Females,Total,Iceland,2038,185317
Sensitivity test: no migration,Person,Females,Total,Iceland,2039,185652
Sensitivity test: no migration,Person,Females,Total,Iceland,2040,185941
Sensitivity test: no migration,Person,Females,Total,Iceland,2041,186188
Sensitivity test: no migration,Person,Females,Total,Iceland,2042,186393
Sensitivity test: no migration,Person,Females,Total,Iceland,2043,186551
Sensitivity test: no migration,Person,Females,Total,Iceland,2044,186666
Sensitivity test: no migration,Person,Females,Total,Iceland,2045,186737
Sensitivity test: no migration,Person,Females,Total,Iceland,2046,186762
Sensitivity test: no migration,Person,Females,Total,Iceland,2047,186739
Sensitivity test: no migration,Person,Females,Total,Iceland,2048,186679
Sensitivity test: no migration,Person,Females,Total,Iceland,2049,186576
Sensitivity test: no migration,Person,Females,Total,Iceland,2050,186435
Sensitivity test: no migration,Person,Females,Total,Iceland,2051,186256
Sensitivity test: no migration,Person,Females,Total,Iceland,2052,186048
Sensitivity test: no migration,Person,Females,Total,Iceland,2053,185810
Sensitivity test: no migration,Person,Females,Total,Iceland,2054,185548
Sensitivity test: no migration,Person,Females,Total,Iceland,2055,185267
Sensitivity test: no migration,Person,Females,Total,Iceland,2056,184966
Sensitivity test: no migration,Person,Females,Total,Iceland,2057,184644
Sensitivity test: no migration,Person,Females,Total,Iceland,2058,184310
Sensitivity test: no migration,Person,Females,Total,Iceland,2059,183963
Sensitivity test: no migration,Person,Females,Total,Iceland,2060,183608
Sensitivity test: no migration,Person,Females,Total,Iceland,2061,183241
Sensitivity test: no migration,Person,Females,Total,Iceland,2062,182863
Sensitivity test: no migration,Person,Females,Total,Iceland,2063,182472
Sensitivity test: no migration,Person,Females,Total,Iceland,2064,182074
Sensitivity test: no migration,Person,Females,Total,Iceland,2065,181667
Sensitivity test: no migration,Person,Females,Total,Iceland,2066,181245
Sensitivity test: no migration,Person,Females,Total,Iceland,2067,180816
Sensitivity test: no migration,Person,Females,Total,Iceland,2068,180371
Sensitivity test: no migration,Person,Females,Total,Iceland,2069,179910
Sensitivity test: no migration,Person,Females,Total,Iceland,2070,179430
Sensitivity test: no migration,Person,Females,Total,Iceland,2071,178934
Sensitivity test: no migration,Person,Females,Total,Iceland,2072,178420
Sensitivity test: no migration,Person,Females,Total,Iceland,2073,177889
Sensitivity test: no migration,Person,Females,Total,Iceland,2074,177341
Sensitivity test: no migration,Person,Females,Total,Iceland,2075,176776
Sensitivity test: no migration,Person,Females,Total,Iceland,2076,176190
Sensitivity test: no migration,Person,Females,Total,Iceland,2077,175583
Sensitivity test: no migration,Person,Females,Total,Iceland,2078,174956
Sensitivity test: no migration,Person,Females,Total,Iceland,2079,174311
Sensitivity test: no migration,Person,Females,Total,Iceland,2080,173652
Sensitivity test: no migration,Person,Females,Total,Iceland,2081,172973
Sensitivity test: no migration,Person,Females,Total,Iceland,2082,172280
Sensitivity test: no migration,Person,Females,Total,Iceland,2083,171570
Sensitivity test: no migration,Person,Females,Total,Iceland,2084,170841
Sensitivity test: no migration,Person,Females,Total,Iceland,2085,170109
Sensitivity test: no migration,Person,Females,Total,Iceland,2086,169366
Sensitivity test: no migration,Person,Females,Total,Iceland,2087,168618
Sensitivity test: no migration,Person,Females,Total,Iceland,2088,167865
Sensitivity test: no migration,Person,Females,Total,Iceland,2089,167107
Sensitivity test: no migration,Person,Females,Total,Iceland,2090,166359
Sensitivity test: no migration,Person,Females,Total,Iceland,2091,165619
Sensitivity test: no migration,Person,Females,Total,Iceland,2092,164890
Sensitivity test: no migration,Person,Females,Total,Iceland,2093,164173
Sensitivity test: no migration,Person,Females,Total,Iceland,2094,163472
Sensitivity test: no migration,Person,Females,Total,Iceland,2095,162787
Sensitivity test: no migration,Person,Females,Total,Iceland,2096,162115
Sensitivity test: no migration,Person,Females,Total,Iceland,2097,161451
Sensitivity test: no migration,Person,Females,Total,Iceland,2098,160795
Sensitivity test: no migration,Person,Females,Total,Iceland,2099,160139
