"TIME","REP_AIRP","TRA_INFR","Value","Flag and Footnotes"
"2015","PARIS-ORLY airport","Passenger gates","137",""
"2015","NANTES ATLANTIQUE airport","Airport runways","1",""
"2015","NANTES ATLANTIQUE airport","Check-in facilities","32",""
"2015","NANTES ATLANTIQUE airport","Check-in facilities - conventional desks","32",""
"2015","NANTES ATLANTIQUE airport","Check-in facilities - self service kiosks","0",""
"2015","NANTES ATLANTIQUE airport","Passenger gates","19",""
"2015","BALE-MULHOUSE airport","Airport runways","2",""
"2015","BALE-MULHOUSE airport","Check-in facilities","0",""
"2015","BALE-MULHOUSE airport","Check-in facilities - conventional desks",":",""
"2015","BALE-MULHOUSE airport","Check-in facilities - self service kiosks",":",""
"2015","BALE-MULHOUSE airport","Passenger gates","0",""
"2015","STRASBOURG-ENTZHEIM airport","Airport runways","1",""
"2015","STRASBOURG-ENTZHEIM airport","Check-in facilities","23",""
"2015","STRASBOURG-ENTZHEIM airport","Check-in facilities - conventional desks","23",""
"2015","STRASBOURG-ENTZHEIM airport","Check-in facilities - self service kiosks","0",""
"2015","STRASBOURG-ENTZHEIM airport","Passenger gates","16",""
"2015","AIME CESAIRE/MARTINIQUE airport","Airport runways","1",""
"2015","AIME CESAIRE/MARTINIQUE airport","Check-in facilities","48",""
"2015","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - conventional desks","39",""
"2015","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - self service kiosks","9",""
"2015","AIME CESAIRE/MARTINIQUE airport","Passenger gates","11",""
"2015","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Airport runways","1",""
"2015","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities","42",""
"2015","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - conventional desks","42",""
"2015","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - self service kiosks","0",""
"2015","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Passenger gates","13",""
"2015","DUBROVNIK/CILIPI airport","Airport runways","1",""
"2015","DUBROVNIK/CILIPI airport","Check-in facilities","10",""
"2015","DUBROVNIK/CILIPI airport","Check-in facilities - conventional desks","10",""
"2015","DUBROVNIK/CILIPI airport","Check-in facilities - self service kiosks","0",""
"2015","DUBROVNIK/CILIPI airport","Passenger gates","8",""
"2015","PULA airport","Airport runways","1",""
"2015","PULA airport","Check-in facilities","16",""
"2015","PULA airport","Check-in facilities - conventional desks","16",""
"2015","PULA airport","Check-in facilities - self service kiosks","0",""
"2015","PULA airport","Passenger gates","5",""
"2015","RIJEKA/KRK airport","Airport runways","1",""
"2015","RIJEKA/KRK airport","Check-in facilities","10",""
"2015","RIJEKA/KRK airport","Check-in facilities - conventional desks","10",""
"2015","RIJEKA/KRK airport","Check-in facilities - self service kiosks","0",""
"2015","RIJEKA/KRK airport","Passenger gates","6",""
"2015","SPLIT/KASTELA airport","Airport runways","1",""
"2015","SPLIT/KASTELA airport","Check-in facilities","19",""
"2015","SPLIT/KASTELA airport","Check-in facilities - conventional desks","19",""
"2015","SPLIT/KASTELA airport","Check-in facilities - self service kiosks","0",""
"2015","SPLIT/KASTELA airport","Passenger gates","8",""
"2015","ZAGREB/FRANJO TUDJMAN airport","Airport runways","1",""
"2015","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities","19",""
"2015","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities - conventional desks","19",""
"2015","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities - self service kiosks","0",""
"2015","ZAGREB/FRANJO TUDJMAN airport","Passenger gates","17",""
"2015","ZADAR/ZEMUNIK airport","Airport runways","2",""
"2015","ZADAR/ZEMUNIK airport","Check-in facilities","4",""
"2015","ZADAR/ZEMUNIK airport","Check-in facilities - conventional desks","4",""
"2015","ZADAR/ZEMUNIK airport","Check-in facilities - self service kiosks","0",""
"2015","ZADAR/ZEMUNIK airport","Passenger gates","4",""
"2015","BARI/PALESE airport","Airport runways",":",""
"2015","BARI/PALESE airport","Check-in facilities",":",""
"2015","BARI/PALESE airport","Check-in facilities - conventional desks",":",""
"2015","BARI/PALESE airport","Check-in facilities - self service kiosks",":",""
"2015","BARI/PALESE airport","Passenger gates",":",""
"2015","BRINDISI/CASALE airport","Airport runways",":",""
"2015","BRINDISI/CASALE airport","Check-in facilities",":",""
"2015","BRINDISI/CASALE airport","Check-in facilities - conventional desks",":",""
"2015","BRINDISI/CASALE airport","Check-in facilities - self service kiosks",":",""
"2015","BRINDISI/CASALE airport","Passenger gates",":",""
"2015","LAMEZIA TERME airport","Airport runways",":",""
"2015","LAMEZIA TERME airport","Check-in facilities",":",""
"2015","LAMEZIA TERME airport","Check-in facilities - conventional desks",":",""
"2015","LAMEZIA TERME airport","Check-in facilities - self service kiosks",":",""
"2015","LAMEZIA TERME airport","Passenger gates",":",""
"2015","CATANIA/FONTANAROSSA airport","Airport runways","1",""
"2015","CATANIA/FONTANAROSSA airport","Check-in facilities","46",""
"2015","CATANIA/FONTANAROSSA airport","Check-in facilities - conventional desks","46",""
"2015","CATANIA/FONTANAROSSA airport","Check-in facilities - self service kiosks","0",""
"2015","CATANIA/FONTANAROSSA airport","Passenger gates","26",""
"2015","PALERMO/PUNTA RAISI airport","Airport runways","2",""
"2015","PALERMO/PUNTA RAISI airport","Check-in facilities","26",""
"2015","PALERMO/PUNTA RAISI airport","Check-in facilities - conventional desks","26",""
"2015","PALERMO/PUNTA RAISI airport","Check-in facilities - self service kiosks","0",""
"2015","PALERMO/PUNTA RAISI airport","Passenger gates","20",""
"2015","CAGLIARI/ELMAS airport","Airport runways","2",""
"2015","CAGLIARI/ELMAS airport","Check-in facilities","46",""
"2015","CAGLIARI/ELMAS airport","Check-in facilities - conventional desks","42",""
"2015","CAGLIARI/ELMAS airport","Check-in facilities - self service kiosks","4",""
"2015","CAGLIARI/ELMAS airport","Passenger gates","14",""
"2015","OLBIA/COSTA SMERALDA airport","Airport runways",":",""
"2015","OLBIA/COSTA SMERALDA airport","Check-in facilities",":",""
"2015","OLBIA/COSTA SMERALDA airport","Check-in facilities - conventional desks",":",""
"2015","OLBIA/COSTA SMERALDA airport","Check-in facilities - self service kiosks",":",""
"2015","OLBIA/COSTA SMERALDA airport","Passenger gates",":",""
"2015","MILANO/MALPENSA airport","Airport runways","2",""
"2015","MILANO/MALPENSA airport","Check-in facilities","332",""
"2015","MILANO/MALPENSA airport","Check-in facilities - conventional desks","332",""
"2015","MILANO/MALPENSA airport","Check-in facilities - self service kiosks","0",""
"2015","MILANO/MALPENSA airport","Passenger gates","112",""
"2015","BERGAMO/ORIO AL SERIO airport","Airport runways","2",""
"2015","BERGAMO/ORIO AL SERIO airport","Check-in facilities","35",""
"2015","BERGAMO/ORIO AL SERIO airport","Check-in facilities - conventional desks",":",""
"2015","BERGAMO/ORIO AL SERIO airport","Check-in facilities - self service kiosks",":",""
"2015","BERGAMO/ORIO AL SERIO airport","Passenger gates","26",""
"2015","TORINO/CASELLE airport","Airport runways","1",""
"2015","TORINO/CASELLE airport","Check-in facilities","60",""
"2015","TORINO/CASELLE airport","Check-in facilities - conventional desks","49",""
"2015","TORINO/CASELLE airport","Check-in facilities - self service kiosks","11",""
"2015","TORINO/CASELLE airport","Passenger gates","22",""
"2015","MILANO/LINATE airport","Airport runways","2",""
"2015","MILANO/LINATE airport","Check-in facilities","83",""
"2015","MILANO/LINATE airport","Check-in facilities - conventional desks","71",""
"2015","MILANO/LINATE airport","Check-in facilities - self service kiosks","12",""
"2015","MILANO/LINATE airport","Passenger gates","29",""
"2015","BOLOGNA/BORGO PANIGALE airport","Airport runways","1",""
"2015","BOLOGNA/BORGO PANIGALE airport","Check-in facilities","71",""
"2015","BOLOGNA/BORGO PANIGALE airport","Check-in facilities - conventional desks","64",""
"2015","BOLOGNA/BORGO PANIGALE airport","Check-in facilities - self service kiosks","7",""
"2015","BOLOGNA/BORGO PANIGALE airport","Passenger gates","22",""
"2015","TREVISO/S.ANGELO airport","Airport runways",":",""
"2015","TREVISO/S.ANGELO airport","Check-in facilities",":",""
"2015","TREVISO/S.ANGELO airport","Check-in facilities - conventional desks",":",""
"2015","TREVISO/S.ANGELO airport","Check-in facilities - self service kiosks",":",""
"2015","TREVISO/S.ANGELO airport","Passenger gates",":",""
"2015","VERONA/VILLAFRANCA airport","Airport runways","1",""
"2015","VERONA/VILLAFRANCA airport","Check-in facilities","40",""
"2015","VERONA/VILLAFRANCA airport","Check-in facilities - conventional desks","38",""
"2015","VERONA/VILLAFRANCA airport","Check-in facilities - self service kiosks","2",""
"2015","VERONA/VILLAFRANCA airport","Passenger gates","13",""
"2015","VENEZIA/TESSERA airport","Airport runways","2",""
"2015","VENEZIA/TESSERA airport","Check-in facilities","99",""
"2015","VENEZIA/TESSERA airport","Check-in facilities - conventional desks","79",""
"2015","VENEZIA/TESSERA airport","Check-in facilities - self service kiosks","20",""
"2015","VENEZIA/TESSERA airport","Passenger gates","28",""
"2015","ROMA/CIAMPINO airport","Airport runways",":",""
"2015","ROMA/CIAMPINO airport","Check-in facilities",":",""
"2015","ROMA/CIAMPINO airport","Check-in facilities - conventional desks",":",""
"2015","ROMA/CIAMPINO airport","Check-in facilities - self service kiosks",":",""
"2015","ROMA/CIAMPINO airport","Passenger gates",":",""
"2015","ROMA/FIUMICINO airport","Airport runways","4",""
"2015","ROMA/FIUMICINO airport","Check-in facilities","425",""
"2015","ROMA/FIUMICINO airport","Check-in facilities - conventional desks","355",""
"2015","ROMA/FIUMICINO airport","Check-in facilities - self service kiosks","70",""
"2015","ROMA/FIUMICINO airport","Passenger gates","83",""
"2015","NAPOLI/CAPODICHINO airport","Airport runways","1",""
"2015","NAPOLI/CAPODICHINO airport","Check-in facilities","58",""
"2015","NAPOLI/CAPODICHINO airport","Check-in facilities - conventional desks","56",""
"2015","NAPOLI/CAPODICHINO airport","Check-in facilities - self service kiosks","2",""
"2015","NAPOLI/CAPODICHINO airport","Passenger gates","22",""
"2015","PISA/S. GIUSTO airport","Airport runways",":",""
"2015","PISA/S. GIUSTO airport","Check-in facilities",":",""
"2015","PISA/S. GIUSTO airport","Check-in facilities - conventional desks",":",""
"2015","PISA/S. GIUSTO airport","Check-in facilities - self service kiosks",":",""
"2015","PISA/S. GIUSTO airport","Passenger gates",":",""
"2015","FIRENZE/PERETOLA airport","Airport runways",":",""
"2015","FIRENZE/PERETOLA airport","Check-in facilities",":",""
"2015","FIRENZE/PERETOLA airport","Check-in facilities - conventional desks",":",""
"2015","FIRENZE/PERETOLA airport","Check-in facilities - self service kiosks",":",""
"2015","FIRENZE/PERETOLA airport","Passenger gates",":",""
"2015","LARNAKA/INTL airport","Airport runways","1",""
"2015","LARNAKA/INTL airport","Check-in facilities","72",""
"2015","LARNAKA/INTL airport","Check-in facilities - conventional desks","64",""
"2015","LARNAKA/INTL airport","Check-in facilities - self service kiosks","8",""
"2015","LARNAKA/INTL airport","Passenger gates","19",""
"2015","PAFOS/INTL airport","Airport runways","1",""
"2015","PAFOS/INTL airport","Check-in facilities","28",""
"2015","PAFOS/INTL airport","Check-in facilities - conventional desks","28",""
"2015","PAFOS/INTL airport","Check-in facilities - self service kiosks","0",""
"2015","PAFOS/INTL airport","Passenger gates","5",""
"2015","RIGA airport","Airport runways","1",""
"2015","RIGA airport","Check-in facilities","42",""
"2015","RIGA airport","Check-in facilities - conventional desks","32",""
"2015","RIGA airport","Check-in facilities - self service kiosks","10",""
"2015","RIGA airport","Passenger gates","24",""
"2015","VILNIUS/INTERNATIONAL airport","Airport runways","1",""
"2015","VILNIUS/INTERNATIONAL airport","Check-in facilities","34",""
"2015","VILNIUS/INTERNATIONAL airport","Check-in facilities - conventional desks","28",""
"2015","VILNIUS/INTERNATIONAL airport","Check-in facilities - self service kiosks","6",""
"2015","VILNIUS/INTERNATIONAL airport","Passenger gates","13",""
"2015","LUXEMBOURG airport","Airport runways","1",""
"2015","LUXEMBOURG airport","Check-in facilities","0",""
"2015","LUXEMBOURG airport","Check-in facilities - conventional desks",":",""
"2015","LUXEMBOURG airport","Check-in facilities - self service kiosks",":",""
"2015","LUXEMBOURG airport","Passenger gates","0",""
"2015","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Airport runways","2",""
"2015","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities","80",""
"2015","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities - conventional desks","58",""
"2015","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities - self service kiosks","22",""
"2015","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Passenger gates","37",""
"2015","LUQA airport","Airport runways",":",""
"2015","LUQA airport","Check-in facilities",":",""
"2015","LUQA airport","Check-in facilities - conventional desks",":",""
"2015","LUQA airport","Check-in facilities - self service kiosks",":",""
"2015","LUQA airport","Passenger gates",":",""
"2015","AMSTERDAM/SCHIPHOL airport","Airport runways","5",""
"2015","AMSTERDAM/SCHIPHOL airport","Check-in facilities","311",""
"2015","AMSTERDAM/SCHIPHOL airport","Check-in facilities - conventional desks","311",""
"2015","AMSTERDAM/SCHIPHOL airport","Check-in facilities - self service kiosks","0",""
"2015","AMSTERDAM/SCHIPHOL airport","Passenger gates","192",""
"2015","WIEN-SCHWECHAT airport","Airport runways","2",""
"2015","WIEN-SCHWECHAT airport","Check-in facilities","112",""
"2015","WIEN-SCHWECHAT airport","Check-in facilities - conventional desks","112",""
"2015","WIEN-SCHWECHAT airport","Check-in facilities - self service kiosks",":",""
"2015","WIEN-SCHWECHAT airport","Passenger gates","20",""
"2015","WARSZAWA/CHOPINA airport","Airport runways","2",""
"2015","WARSZAWA/CHOPINA airport","Check-in facilities","54",""
"2015","WARSZAWA/CHOPINA airport","Check-in facilities - conventional desks","54",""
"2015","WARSZAWA/CHOPINA airport","Check-in facilities - self service kiosks","0",""
"2015","WARSZAWA/CHOPINA airport","Passenger gates","13",""
"2015","FARO airport","Airport runways","1",""
"2015","FARO airport","Check-in facilities","31",""
"2015","FARO airport","Check-in facilities - conventional desks","31",""
"2015","FARO airport","Check-in facilities - self service kiosks","0",""
"2015","FARO airport","Passenger gates","10",""
"2015","MADEIRA airport","Airport runways","1",""
"2015","MADEIRA airport","Check-in facilities","16",""
"2015","MADEIRA airport","Check-in facilities - conventional desks","16",""
"2015","MADEIRA airport","Check-in facilities - self service kiosks","0",""
"2015","MADEIRA airport","Passenger gates","4",""
"2015","PORTO airport","Airport runways","1",""
"2015","PORTO airport","Check-in facilities","60",""
"2015","PORTO airport","Check-in facilities - conventional desks","60",""
"2015","PORTO airport","Check-in facilities - self service kiosks","0",""
"2015","PORTO airport","Passenger gates","31",""
"2016","BRUSSELS airport","Airport runways",":",""
"2016","BRUSSELS airport","Check-in facilities",":",""
"2016","BRUSSELS airport","Check-in facilities - conventional desks",":",""
"2016","BRUSSELS airport","Check-in facilities - self service kiosks",":",""
"2016","BRUSSELS airport","Passenger gates",":",""
"2016","CHARLEROI/BRUSSELS SOUTH airport","Airport runways",":",""
"2016","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities","120",""
"2016","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities - conventional desks","120",""
"2016","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities - self service kiosks",":",""
"2016","CHARLEROI/BRUSSELS SOUTH airport","Passenger gates","130",""
"2016","SOFIA airport","Airport runways",":",""
"2016","SOFIA airport","Check-in facilities",":",""
"2016","SOFIA airport","Check-in facilities - conventional desks",":",""
"2016","SOFIA airport","Check-in facilities - self service kiosks",":",""
"2016","SOFIA airport","Passenger gates",":",""
"2016","PRAHA/RUZYNE airport","Airport runways","3",""
"2016","PRAHA/RUZYNE airport","Check-in facilities","154",""
"2016","PRAHA/RUZYNE airport","Check-in facilities - conventional desks","125",""
"2016","PRAHA/RUZYNE airport","Check-in facilities - self service kiosks","29",""
"2016","PRAHA/RUZYNE airport","Passenger gates","49",""
"2016","BILLUND airport","Airport runways","1",""
"2016","BILLUND airport","Check-in facilities","19",""
"2016","BILLUND airport","Check-in facilities - conventional desks","19",""
"2016","BILLUND airport","Check-in facilities - self service kiosks",":",""
"2016","BILLUND airport","Passenger gates","23",""
"2016","KOBENHAVN/KASTRUP airport","Airport runways","3",""
"2016","KOBENHAVN/KASTRUP airport","Check-in facilities","80",""
"2016","KOBENHAVN/KASTRUP airport","Check-in facilities - conventional desks","80",""
"2016","KOBENHAVN/KASTRUP airport","Check-in facilities - self service kiosks",":",""
"2016","KOBENHAVN/KASTRUP airport","Passenger gates","137",""
"2016","BERLIN-SCHOENEFELD airport","Airport runways","1",""
"2016","BERLIN-SCHOENEFELD airport","Check-in facilities","52",""
"2016","BERLIN-SCHOENEFELD airport","Check-in facilities - conventional desks","52",""
"2016","BERLIN-SCHOENEFELD airport","Check-in facilities - self service kiosks","0",""
"2016","BERLIN-SCHOENEFELD airport","Passenger gates","13",""
"2016","DRESDEN airport","Airport runways","1",""
"2016","DRESDEN airport","Check-in facilities","24",""
"2016","DRESDEN airport","Check-in facilities - conventional desks","24",""
"2016","DRESDEN airport","Check-in facilities - self service kiosks","0",""
"2016","DRESDEN airport","Passenger gates","18",""
"2016","FRANKFURT/MAIN airport","Airport runways","3",""
"2016","FRANKFURT/MAIN airport","Check-in facilities","481",""
"2016","FRANKFURT/MAIN airport","Check-in facilities - conventional desks","481",""
"2016","FRANKFURT/MAIN airport","Check-in facilities - self service kiosks",":",""
"2016","FRANKFURT/MAIN airport","Passenger gates","210",""
"2016","MUENSTER/OSNABRUECK airport","Airport runways","1",""
"2016","MUENSTER/OSNABRUECK airport","Check-in facilities","38",""
"2016","MUENSTER/OSNABRUECK airport","Check-in facilities - conventional desks","38",""
"2016","MUENSTER/OSNABRUECK airport","Check-in facilities - self service kiosks",":",""
"2016","MUENSTER/OSNABRUECK airport","Passenger gates","23",""
"2016","HAMBURG airport","Airport runways","2",""
"2016","HAMBURG airport","Check-in facilities","120",""
"2016","HAMBURG airport","Check-in facilities - conventional desks","120",""
"2016","HAMBURG airport","Check-in facilities - self service kiosks",":",""
"2016","HAMBURG airport","Passenger gates","72",""
"2016","KOELN/BONN airport","Airport runways","3",""
"2016","KOELN/BONN airport","Check-in facilities","80",""
"2016","KOELN/BONN airport","Check-in facilities - conventional desks","80",""
"2016","KOELN/BONN airport","Check-in facilities - self service kiosks",":",""
"2016","KOELN/BONN airport","Passenger gates","74",""
"2016","DUESSELDORF airport","Airport runways","2",""
"2016","DUESSELDORF airport","Check-in facilities","0",""
"2016","DUESSELDORF airport","Check-in facilities - conventional desks",":",""
"2016","DUESSELDORF airport","Check-in facilities - self service kiosks",":",""
"2016","DUESSELDORF airport","Passenger gates","0",""
"2016","MUENCHEN airport","Airport runways","2",""
"2016","MUENCHEN airport","Check-in facilities","202",""
"2016","MUENCHEN airport","Check-in facilities - conventional desks","202",""
"2016","MUENCHEN airport","Check-in facilities - self service kiosks",":",""
"2016","MUENCHEN airport","Passenger gates","189",""
"2016","NUERNBERG airport","Airport runways","1",""
"2016","NUERNBERG airport","Check-in facilities","41",""
"2016","NUERNBERG airport","Check-in facilities - conventional desks","41",""
"2016","NUERNBERG airport","Check-in facilities - self service kiosks","0",""
"2016","NUERNBERG airport","Passenger gates","40",""
"2016","LEIPZIG/HALLE airport","Airport runways","1",""
"2016","LEIPZIG/HALLE airport","Check-in facilities","40",""
"2016","LEIPZIG/HALLE airport","Check-in facilities - conventional desks","40",""
"2016","LEIPZIG/HALLE airport","Check-in facilities - self service kiosks","0",""
"2016","LEIPZIG/HALLE airport","Passenger gates","11",""
"2016","STUTTGART airport","Airport runways","1",""
"2016","STUTTGART airport","Check-in facilities","78",""
"2016","STUTTGART airport","Check-in facilities - conventional desks","78",""
"2016","STUTTGART airport","Check-in facilities - self service kiosks","0",""
"2016","STUTTGART airport","Passenger gates","46",""
"2016","BERLIN-TEGEL airport","Airport runways","2",""
"2016","BERLIN-TEGEL airport","Check-in facilities","91",""
"2016","BERLIN-TEGEL airport","Check-in facilities - conventional desks","91",""
"2016","BERLIN-TEGEL airport","Check-in facilities - self service kiosks","0",""
"2016","BERLIN-TEGEL airport","Passenger gates","31",""
"2016","HANNOVER airport","Airport runways","3",""
"2016","HANNOVER airport","Check-in facilities","0",""
"2016","HANNOVER airport","Check-in facilities - conventional desks",":",""
"2016","HANNOVER airport","Check-in facilities - self service kiosks",":",""
"2016","HANNOVER airport","Passenger gates","25",""
"2016","BREMEN airport","Airport runways","2",""
"2016","BREMEN airport","Check-in facilities","0",""
"2016","BREMEN airport","Check-in facilities - conventional desks",":",""
"2016","BREMEN airport","Check-in facilities - self service kiosks",":",""
"2016","BREMEN airport","Passenger gates","0",""
"2016","LENNART MERI TALLINN airport","Airport runways","1",""
"2016","LENNART MERI TALLINN airport","Check-in facilities","35",""
"2016","LENNART MERI TALLINN airport","Check-in facilities - conventional desks","27",""
"2016","LENNART MERI TALLINN airport","Check-in facilities - self service kiosks","8",""
"2016","LENNART MERI TALLINN airport","Passenger gates","12",""
"2016","CORK airport","Airport runways","2",""
"2016","CORK airport","Check-in facilities","36",""
"2016","CORK airport","Check-in facilities - conventional desks","28",""
"2016","CORK airport","Check-in facilities - self service kiosks","8",""
"2016","CORK airport","Passenger gates","8",""
"2016","DUBLIN airport","Airport runways","2",""
"2016","DUBLIN airport","Check-in facilities","258",""
"2016","DUBLIN airport","Check-in facilities - conventional desks","202",""
"2016","DUBLIN airport","Check-in facilities - self service kiosks","56",""
"2016","DUBLIN airport","Passenger gates","86",""
"2016","KERRY airport","Airport runways","1",""
"2016","KERRY airport","Check-in facilities","5",""
"2016","KERRY airport","Check-in facilities - conventional desks","5",""
"2016","KERRY airport","Check-in facilities - self service kiosks","0",""
"2016","KERRY airport","Passenger gates","2",""
"2016","SHANNON airport","Airport runways","1",""
"2016","SHANNON airport","Check-in facilities","47",""
"2016","SHANNON airport","Check-in facilities - conventional desks","41",""
"2016","SHANNON airport","Check-in facilities - self service kiosks","6",""
"2016","SHANNON airport","Passenger gates","11",""
"2016","ATHINAI/ELEFTHERIOS VENIZELOS airport","Airport runways","2",""
"2016","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities","157",""
"2016","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - conventional desks","157",""
"2016","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - self service kiosks","0",""
"2016","ATHINAI/ELEFTHERIOS VENIZELOS airport","Passenger gates","79",""
"2016","ELEFSIS airport","Airport runways",":",""
"2016","ELEFSIS airport","Check-in facilities",":",""
"2016","ELEFSIS airport","Check-in facilities - conventional desks",":",""
"2016","ELEFSIS airport","Check-in facilities - self service kiosks",":",""
"2016","ELEFSIS airport","Passenger gates",":",""
"2016","IRAKLION/NIKOS KAZANTZAKIS airport","Airport runways","2",""
"2016","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities","35",""
"2016","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - conventional desks","35",""
"2016","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - self service kiosks","0",""
"2016","IRAKLION/NIKOS KAZANTZAKIS airport","Passenger gates","10",""
"2016","KOS/IPPOKRATIS airport","Airport runways","1",""
"2016","KOS/IPPOKRATIS airport","Check-in facilities","12",""
"2016","KOS/IPPOKRATIS airport","Check-in facilities - conventional desks","12",""
"2016","KOS/IPPOKRATIS airport","Check-in facilities - self service kiosks","0",""
"2016","KOS/IPPOKRATIS airport","Passenger gates","5",""
"2016","KERKIRA/IOANNIS KAPODISTRIAS airport","Airport runways","1",""
"2016","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities","20",""
"2016","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - conventional desks","20",""
"2016","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - self service kiosks",":",""
"2016","KERKIRA/IOANNIS KAPODISTRIAS airport","Passenger gates","6",""
"2016","RODOS/DIAGORAS airport","Airport runways","1",""
"2016","RODOS/DIAGORAS airport","Check-in facilities","40",""
"2016","RODOS/DIAGORAS airport","Check-in facilities - conventional desks","40",""
"2016","RODOS/DIAGORAS airport","Check-in facilities - self service kiosks",":",""
"2016","RODOS/DIAGORAS airport","Passenger gates","16",""
"2016","THESSALONIKI/MAKEDONIA airport","Airport runways","2",""
"2016","THESSALONIKI/MAKEDONIA airport","Check-in facilities","34",""
"2016","THESSALONIKI/MAKEDONIA airport","Check-in facilities - conventional desks","34",""
"2016","THESSALONIKI/MAKEDONIA airport","Check-in facilities - self service kiosks","0",""
"2016","THESSALONIKI/MAKEDONIA airport","Passenger gates","24",""
"2016","FUERTEVENTURA airport","Airport runways","1",""
"2016","FUERTEVENTURA airport","Check-in facilities","63",""
"2016","FUERTEVENTURA airport","Check-in facilities - conventional desks","63",""
"2016","FUERTEVENTURA airport","Check-in facilities - self service kiosks","0",""
"2016","FUERTEVENTURA airport","Passenger gates","18",""
"2016","GRAN CANARIA airport","Airport runways","2",""
"2016","GRAN CANARIA airport","Check-in facilities","92",""
"2016","GRAN CANARIA airport","Check-in facilities - conventional desks","92",""
"2016","GRAN CANARIA airport","Check-in facilities - self service kiosks","0",""
"2016","GRAN CANARIA airport","Passenger gates","35",""
"2016","LANZAROTE airport","Airport runways","1",""
"2016","LANZAROTE airport","Check-in facilities","49",""
"2016","LANZAROTE airport","Check-in facilities - conventional desks","49",""
"2016","LANZAROTE airport","Check-in facilities - self service kiosks","0",""
"2016","LANZAROTE airport","Passenger gates","17",""
"2016","TENERIFE SUR/REINA SOFIA airport","Airport runways","1",""
"2016","TENERIFE SUR/REINA SOFIA airport","Check-in facilities","86",""
"2016","TENERIFE SUR/REINA SOFIA airport","Check-in facilities - conventional desks","86",""
"2016","TENERIFE SUR/REINA SOFIA airport","Check-in facilities - self service kiosks","0",""
"2016","TENERIFE SUR/REINA SOFIA airport","Passenger gates","20",""
"2016","TENERIFE NORTE airport","Airport runways","1",""
"2016","TENERIFE NORTE airport","Check-in facilities","28",""
"2016","TENERIFE NORTE airport","Check-in facilities - conventional desks","28",""
"2016","TENERIFE NORTE airport","Check-in facilities - self service kiosks","0",""
"2016","TENERIFE NORTE airport","Passenger gates","17",""
"2016","ALICANTE airport","Airport runways","1",""
"2016","ALICANTE airport","Check-in facilities","102",""
"2016","ALICANTE airport","Check-in facilities - conventional desks","96",""
"2016","ALICANTE airport","Check-in facilities - self service kiosks","6",""
"2016","ALICANTE airport","Passenger gates","26",""
"2016","BILBAO airport","Airport runways","2",""
"2016","BILBAO airport","Check-in facilities","38",""
"2016","BILBAO airport","Check-in facilities - conventional desks","36",""
"2016","BILBAO airport","Check-in facilities - self service kiosks","2",""
"2016","BILBAO airport","Passenger gates","14",""
"2016","BARCELONA/EL PRAT airport","Airport runways","3",""
"2016","BARCELONA/EL PRAT airport","Check-in facilities","405",""
"2016","BARCELONA/EL PRAT airport","Check-in facilities - conventional desks","340",""
"2016","BARCELONA/EL PRAT airport","Check-in facilities - self service kiosks","65",""
"2016","BARCELONA/EL PRAT airport","Passenger gates","160",""
"2016","IBIZA airport","Airport runways","1",""
"2016","IBIZA airport","Check-in facilities","70",""
"2016","IBIZA airport","Check-in facilities - conventional desks","70",""
"2016","IBIZA airport","Check-in facilities - self service kiosks",":",""
"2016","IBIZA airport","Passenger gates","17",""
"2016","ADOLFO SUAREZ MADRID-BARAJAS airport","Airport runways","4",""
"2016","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities","493",""
"2016","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities - conventional desks","401",""
"2016","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities - self service kiosks","92",""
