"TIME","REP_AIRP","TRA_INFR","Value","Flag and Footnotes"
"2011","BALE-MULHOUSE airport","Check-in facilities - self service kiosks",":",""
"2011","BALE-MULHOUSE airport","Passenger gates",":",""
"2011","STRASBOURG-ENTZHEIM airport","Airport runways","1",""
"2011","STRASBOURG-ENTZHEIM airport","Check-in facilities","23",""
"2011","STRASBOURG-ENTZHEIM airport","Check-in facilities - conventional desks","23",""
"2011","STRASBOURG-ENTZHEIM airport","Check-in facilities - self service kiosks",":",""
"2011","STRASBOURG-ENTZHEIM airport","Passenger gates","16",""
"2011","AIME CESAIRE/MARTINIQUE airport","Airport runways","1",""
"2011","AIME CESAIRE/MARTINIQUE airport","Check-in facilities",":",""
"2011","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - conventional desks",":",""
"2011","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - self service kiosks",":",""
"2011","AIME CESAIRE/MARTINIQUE airport","Passenger gates","11",""
"2011","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Airport runways","1",""
"2011","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities","42",""
"2011","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - conventional desks","42",""
"2011","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - self service kiosks",":",""
"2011","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Passenger gates","13",""
"2011","DUBROVNIK/CILIPI airport","Airport runways","1",""
"2011","DUBROVNIK/CILIPI airport","Check-in facilities","10",""
"2011","DUBROVNIK/CILIPI airport","Check-in facilities - conventional desks","10",""
